Ref,Old Error,GQL,Cause,Status
CYR-174,"Parameter provided for setting properties is not a Map, instead got $value",22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-175,"Expected $value to be a $type1, but it was a $type2",22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-176,Property values can only be of primitive types or arrays thereof,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-177,Property values can only be of primitive types or arrays thereof. Encountered: $value.,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-178,Invalid input for function 'startNode()': Expected $value to be a RelationshipValue,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-179,Invalid input for function 'endNode()': Expected $value to be a RelationshipValue,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-180,Expected $value to be a RelationshipValue,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-181,"`$container` is not a collection or a map. Element access is only possible by performing a collection lookup using an integer index, or by performing a map lookup using a string key (found: $container[$index])",22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-182,`$container` is not a map. Element access is only possible by performing a collection lookup by performing a map lookup using a string key (found: $container[$index]),22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-183,Invalid input for function 'head()': Expected $container to be a list,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-184,Invalid input for function 'last()': Expected $container to be a list,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-185,Invalid input for function 'reverse()': Expected a string or a list; consider converting the value to a string with toString() or creating a list.,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-186,"Invalid input for function 'id()': Expected $item to be a node or relationship, but it was `$type`",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-187,"Invalid input for function 'elementId()': Expected $entity to be a node or relationship, but it was `$type`",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-188,"Invalid input for function 'labels()': Expected a Node, got: $item",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-189,"Expected a Node, got: $value",22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-190,"Invalid input for function 'hasALabelOrType()': Expected $entity to be a node or relationship, but it was `$type`",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-191,"Invalid input for function `type()`: Expected a Relationship, got: $item",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-192,"Expected a Relationship, got: $value",22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-193,Invalid input for function 'nodes()': Expected $value to be a path,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-194,Invalid input for function 'relationships()': Expected $value to be a path,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-195,Invalid input for function 'point()': Expected a map but got $value,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-196,"Invalid input for function 'keys()': Expected a node, a relationship or a literal map but got $value ",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-197,"Invalid input for function 'properties()': Expected a node, a relationship or a literal map but got $value ",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-198,"Invalid input for function 'character_length()': Expected a String, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-199,"Invalid input for function 'size()': Expected a String, or List, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-200,"Invalid input for function 'isEmpty()': Expected a List, Map, or String, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-201,"Invalid input for function 'length()': Expected a Path, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-202,"Invalid input for function 'toBoolean()': Expected a Boolean, Integer or String, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-203,"Invalid input for function 'toBooleanList()': Expected a List, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-204,"Invalid input for function 'toFloat()': Expected a String, Float or Integer, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-205,"Invalid input for function 'toFloatList()': Expected a List, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-206,"Invalid input for function 'toInteger()': Expected a String, Float, Integer or Boolean, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-207,"Invalid input for function 'toIntegerList()': Expected a List, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-208,"Invalid input for function 'toString()': Expected a String, Float, Integer, Boolean, Temporal or Duration, got $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-209,"Invalid input for function 'toStringList()': Expected a List, got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-210,"Expected $value to be a TextValue, but it was a $type",N/A,,Neo.ClientError.Statment.TypeError
CYR-211,"Cannot use a non string value as or in map keys. It was $index: Expected $value to be a TextValue, but it was a $type",22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-212,"Cannot use a property key with non string name. It was $index: Expected $value to be a TextValue, but it was a $type",22G03,,Neo.ClientError.Statment.TypeError
CYR-213,"Cannot access a map '$container' by key '$index': Expected $value to be a TextValue, but it was a $type",22G03,,Neo.ClientError.Statment.TypeError
CYR-214,"interger, $value, is too large",22003,22N03,Neo.ClientError.Statment.TypeError
CYR-215,"Cannot access a list using an non-integer number index, got $value",22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-216,"Cannot access a list '$container"" using a non-number index, got $value: Expected $value to be a NumberValue, but it was a $type",22G03,,Neo.ClientError.Statment.TypeError
CYR-217,Expected a numeric value but got: $value,22G03,,Neo.ClientError.Statment.TypeError
CYR-218,Invalid input for start value in function 'range()': Expected a numeric value but got: $value,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-219,Invalid input for end value in function 'range()': Expected a numeric value but got: $value,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-220,Invalid input for step value in function 'range()': Expected a numeric value but got: $value,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-221,Invalid input for length value in function 'left()': Expected a numeric value but got: $value,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-222,Invalid input for length value in function 'right()': Expected a numeric value but got: $value,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-223,Invalid input for precision value in function 'round()': Expected a numeric value but got: $value,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-224,Invalid input for start value in function 'substring()': Expected a numeric value but got: $value,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-225,Invalid input for length value in function 'substring()': Expected a numeric value but got: $value,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-226,Expected VirtualNodeValue got $type,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-227,$function requires numbers,22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-228,"Expected a string value for `$method`, but got: $value; consider converting it to a string with toString().",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-229,"Expected a string value for `$method`, but got: $value",22N38,22N01,Neo.ClientError.Statment.TypeError
CYR-230,Cannot add `$lhsType` and `$rhsType`,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-231,Cannot subtract `$lhsType` from `$rhsType`,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-232,Cannot multiply `$lhsType` and `$rhsType`,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-233,Cannot divide `$lhsType` by `$rhsType`,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-234,Cannot calculate modulus of `$lhsType` and `$rhsType`,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-235,Cannot raise `$lhsType` to the power of `$rhsType`,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-236,Expected list but found: $value,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-237,"Expected a node, but got null ",22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-238,"Expected a node, but got $type",22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-239,Collections containing null values can not be stored in properties.,22G03,22N39,Neo.ClientError.Statment.TypeError
CYR-240,Collections containing collections can not be stored in properties.,22G03,22N39,Neo.ClientError.Statment.TypeError
CYR-241,Neo4j only supports a subset of Cypher types for storage as singleton or array properties. Please refer to section cypher/syntax/values of the manual for more details.,22G03,22N39,Neo.ClientError.Statment.TypeError
CYR-242,Collections containing relationship values can not be stored in properties.,22G03,22N39,Neo.ClientError.Statment.TypeError
CYR-243,Collections containing point values with different CRS can not be stored in properties.,22G03,22N39,Neo.ClientError.Statment.TypeError
CYR-244,Collections containing point values with different dimensions can not be stored in properties.,22G03,22N39,Neo.ClientError.Statment.TypeError
CYR-245,Don't know how to treat that as a boolean: $value,22G03,22N01,Neo.ClientError.Statment.TypeError
CYR-246,Cannot select datetime from: $value,22G05,22N15,Neo.ClientError.Statment.TypeError
CYR-247,`,22G05,22N15,Neo.ClientError.Statment.TypeError
CYR-248,Cannot get the date of: $temporal,22G05,22N15,Neo.ClientError.Statment.TypeError
CYR-249,Cannot get the time of: $temporal,22G05,22N15,Neo.ClientError.Statment.TypeError
CYR-250,Cannot get the time zone of: $temporal,22G05,22N15,Neo.ClientError.Statment.TypeError
CYR-251,Cannot get the offset of: $temporal,22G05,22N15,Neo.ClientError.Statment.TypeError
CYR-252,No such field: $field,22G05,22N15,Neo.ClientError.Statment.TypeError
CYR-254,Epoch not supported,22G05,22N15,Neo.ClientError.Statment.TypeError
CYR-255,Cannot truncate $input to $type with a time based unit.,22G05,22N15,Neo.ClientError.Statment.TypeError
CYR-256,Cannot assign $field to calendar date.,22G05,22N40,Neo.ClientError.Statment.TypeError
CYR-257,Cannot assign $field to ordinal date.,22G05,22N40,Neo.ClientError.Statment.TypeError
CYR-258,Cannot assign $field to quarter date.,22G05,22N40,Neo.ClientError.Statment.TypeError
CYR-259,Cannot assign $field to week date.,22G05,22N40,Neo.ClientError.Statment.TypeError
CYR-260,Not supported: $name,22G05,22N40,Neo.ClientError.Statment.TypeError
CYR-261,Cannot assign time zone if also assigning other fields.,22G05,22N40,Neo.ClientError.Statment.TypeError
CYR-262,$wrappedError,22000,22N11,Neo.ClientError.Statment.TypeError
CYR-263,$wrappedError,22000,22N11,Neo.ClientError.Statment.TypeError
CYR-288,"Expected variable `$fromName` to be a node, got $fromValue",22G03,22N27,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-290,Expected to find a node at '$source' but found $value instead,22G03,22N27,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-291,Expected to find a node at '($source)' but found $value instead,22G03,22N27,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-292,"Expected to find a node at '($source, $target)' but found $value instead",22G03,22N27,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-293,Expected to find a node at '$name' but found instead: $value,22G03,22N27,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-373,This result has not been materialized yet. Iterate over it to get profiler stats.,22000,22N53,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-375,This version of Neo4j does not support the requested runtime: `$runtime`,22000,51N27,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-380,This merge is not yet supported,22000,22N48,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-382,"$runtimeName does not yet support using `$plan` as a middle plan, use another runtime.",22000,22N48,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-383,"$runtimeName does not yet support the plans including `$className`, use another runtime.",22000,22N48,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-384,"Pipelined does not yet support the Aggregating function `$func`, use another runtime.",22000,22N48,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-386,"$runtimeName does not yet support $unsupportedParts, use another runtime.",22000,22N48,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-392,Slotted runtime does not support $plan,22000,22N48,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-393,"Tried to read a field larger than the current buffer size. Make sure that the field doesn't have an unterminated quote, if it doesn't you can try increasing the buffer size via `dbms.import.csv.buffer_size`.",22000,22N49,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-396,"Can not use an entity from another database. Entity element id: $elementId, entity database: $dbName expected database: $otherName.",22000,42N04,Neo.DatabaseErrror.Statement.ExecutionFailed
CYR-398,"A query with 'CALL { ... } IN TRANSACTIONS' can only be executed in an implicit transaction, but tried to execute in an explicit transaction.",N/A,,Neo.DatabaseError.Transaction.TransactionStartFailed
CYR-401,The database requested does not exists. Requested database name: '$dbName'.,22000,22N51,Neo.ClientError.Database.DatabaseNotFound
CYS-001,The procedure registry is busy. You may retry this operation.,51N21,,Neo.ClientError.Procedure.ProcedureCallFailed
CYS-002,The procedure registry was modified by another transaction. You may retry this operation.,51N21,,Neo.ClientError.Procedure.ProcedureCallFailed
CYS-003,"Unable to inject component to field `$field`, please ensure it is public and non-final: $wrappedError",51N00,51N20,Neo.ClientError.Procedure.ProcedureCallFailed
CYS-004,Failed to invoke procedure `$name`: Caused by: $cause,52N37,"52U00 (only in some cases, otherwise rely on the generic error)",Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-005,Failed to invoke $typeAndName: Caused by: $cause,51N00,,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-006,There is no procedure with the name `$name` registered for this database instance. Please ensure you've spelled the procedure name correctly and that the procedure is properly deployed.,42001,42N08,Neo.ClientError.Procedure.ProcedureNotFound
CYS-007,There is no procedure with internal id `$id` registered for this database instance.,42001,42N08,Neo.ClientError.Procedure.ProcedureNotFound
CYS-008,There is no function with internal id `$id` registered for this database instance.,42001,42N08,Neo.ClientError.Procedure.ProcedureNotFound
CYS-009,"The field `$fieldName` in the class named `$className` is annotated as a @Context field,%nbut it is static. @Context fields must be public, non-final and non-static,%nbecause they are reset each time a procedure is invoked.",51N00,51N01,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-010,"Unable to set up injection for procedure `$className`, the field `$fieldName` has type `$type` which is not a known injectable component.",51N00,51N02,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-011,"Unable to set up injection for `$className`, failed to access field `$fieldName",51N00,51N03,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-012,"Field `$fieldName` on `$className` is not annotated as a @Context field and is not static. If you want to store state along with your procedure, please use a static field.",51N00,51N04,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-013,Field `$fieldName` on `$className` must be non-final and public.,51N00,51N05,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-014,"Argument at position $nbr in method `$methodName` is missing a `@Name` annotation.%nPlease add the annotation, recompile the class and try again.",51N00,51N06,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-015,"Argument at position $nbr in method `$methodName` is annotated with a name,%nbut the name is empty, please provide a non-empty name for the argument.",51N00,51N06,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-016,Non-default argument at position $nbr with name $parameter in method $methodName follows default argument. Add a default value or rearrange arguments so that the non-default values comes first.,51N00,51N07,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-017,Failed to register procedures for the following reasons: $wrappedErrors,51N00,,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-018,Failed to compile function defined in `$definition`: $wrappedError,51N00,53N35,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-019,Failed to compile procedure defined in `$definition`: $wrappedError,51N00,52N35,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-020,Class '$aggregator' contains multiple methods annotated with '@UserAggregationUpdate',51N00,51N08,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-021,Class '$aggregator' contains multiple methods annotated with '@UserAggregationResult',51N00,51N08,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-022,Class '$aggregator' must contain methods annotated with both '@UserAggregationResult' as well as '@UserAggregationUpdate'.,51N00,51N08,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-023,Update method '$name' in $aggregator has type '$type' but must have return type 'void'.,51N00,51N09,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-024,Aggregation update method '$name' in $aggregator must be public.,51N00,51N09,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-025,Aggregation method '$name' in $definition must be public.,51N00,51N10,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-026,Aggregation result method '$name' in $aggregator must be public.,51N00,51N10,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-027,Aggregation class '$aggregator' must be public.,51N00,51N11,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-028,"Unable to find a usable public no-argument constructor in the class `$procDefinition`. Please add a valid, public constructor, recompile the class and try again. ",51N00,51N11,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-029,Procedures with zero output fields must be declared as VOID,51N00,51N12,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-030,"Unable to register procedure, because the name `$name` is already in use.",51N00,51N13,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-031,"Unable to register function, because the name `$name` is already in use.",51N00,51N13,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-032,"Unable to register aggregation function, because the name `$name` is already in use as an aggregation function.",51N00,51N13,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-033,"Unable to register aggregation function, because the name `$name` is already in use.",51N00,51N13,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-034,"Unable to register aggregation function, because the name `$name` is already in use as a function.",51N00,51N13,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-035,"Procedure `$procedureName` cannot be registered, because it contains a duplicated $type field, '$fieldName'. You need to rename or remove one of the duplicate fields.",51N00,51N14,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-036,Maps are required to have `String` keys - but this map has `$type` keys. ,51N00,51N15,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-037,Failed to load $signatureName,52N34/53N34,,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-038,$name is unavailable because it is sandboxed and has dependencies outside of the sandbox. Sandboxing is controlled by the dbms.security.procedures.unrestricted setting. Only unrestrict procedures you can trust with access to database internals.,N/A,,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-039,Default value `$value` could not be parsed as a $type,51N00,51N16,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-040,"It is not allowed to define procedures or functions in the reserved namespaces $namespaceList, consider using a proper package name instead e.g. \""org.example.com.$name\""",51N00,51N17,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-041,"It is not allowed to define functions in the root namespace. Please define a namespace, e.g. `@UserFunction(\""org.example.com.$name\"")",51N00,51N17,Neo.ClientError.Procedure.ProcedureRegistrationFailed
CYS-042,"Procedures must return a Stream of records, where a record is a concrete class that you define and not a raw Stream.",51N00,51N18,Neo.ClientError.Procedure.TypeError
CYS-043,"Procedures must return a Stream of records, where a record is a concrete class that you define and not a raw Stream<?>.",51N00,51N18,Neo.ClientError.Procedure.TypeError
CYS-044,"Procedures must return a Stream of records, where a record is a concrete class that you define and not a parameterized type such as $type.",51N00,51N18,Neo.ClientError.Procedure.TypeError
CYS-045,"Procedures must return a Stream of records, where a record is a concrete class%nthat you define, with public non-final fields defining the fields in the record.%nIf you''d like your procedure to return `$userClass`, you could define a record class like:%npublic class Output '{'%n    public $userClass out;%n}'%n%nAnd then define your procedure as returning `Stream<Output>`.",51N00,51N18,Neo.ClientError.Procedure.TypeError
CYS-046,Field `$field` in record `$userClass` cannot be accessed. Please ensure the field is marked as `public`.,51N00,51N03,Neo.ClientError.Procedure.TypeError
CYS-047,No such index '$index',22N69,52N02,Neo.ClientError.Schema.IndexNotFound
CYS-048,result of $lhs + $rhs cannot be represented as an integer,22003,,Neo.ClientError.Statement.SyntaxError
CYS-049,result of $lhs - $rhs cannot be represented as an integer,22003,,Neo.ClientError.Statement.SyntaxError
CYS-050,result of -$rhs cannot be represented as an integer,22003,,Neo.ClientError.Statement.SyntaxError
CYS-051,result of $lhs * $rhs cannot be represented as an integer,22003,,Neo.ClientError.Statement.SyntaxError
CYS-052,floating point number is too large,22003,,Neo.ClientError.Statement.SyntaxError
CYS-053,integer is too large,22003,,Neo.ClientError.Statement.SyntaxError
CYS-054,The variable `$varName` is shadowing a variable with the same name from the outer scope and needs to be renamed,42001,42N07,Neo.ClientError.Statement.SyntaxError
CYS-055,$filteringExpression(...) requires a WHERE predicate,42001,42N70,Neo.ClientError.Statement.SyntaxError
CYS-056,Can't use aggregating expressions inside of expressions executing over lists,42001,42I24,Neo.ClientError.Statement.SyntaxError
CYS-057,An Exists Expression cannot contain any updates,42001,42N57,Neo.ClientError.Statement.SyntaxError
CYS-058,A Count Expression cannot contain any updates,42001,42N57,Neo.ClientError.Statement.SyntaxError
CYS-059,A Collect Expression cannot contain any updates,42001,42N57,Neo.ClientError.Statement.SyntaxError
CYS-060,A Collect Expression must end with a single return column.,42001,42N22,Neo.ClientError.Statement.SyntaxError
CYS-061,"Label expressions are not allowed to contain '|:'.If you want to express a disjunction of labels, please use `$replacement` instead",42001,42I20,Neo.ClientError.Statement.SyntaxError
CYS-062,"The semantics of using colon in the separation of alternative relationship types in conjunction withthe use of variable binding, inlined property predicates, or variable length is no longer supported.Please separate the relationships types using `$replacement` instead.",42001,42I20,Neo.ClientError.Statement.SyntaxError
CYS-063,"The hex integer literal syntax `$stringVal` is no longer supported, please use `$newStringVal` instead",42001,42I07,Neo.ClientError.Statement.SyntaxError
CYS-064,"The octal integer literal syntax `$stringVal` is no longer supported, please use `$newStringVal` instead",42001,42I07,Neo.ClientError.Statement.SyntaxError
CYS-065,invalid literal number,42001,42I07,Neo.ClientError.Statement.SyntaxError
CYS-066,The start or end (or both) is required for a collection slice,42001,42N20,Neo.ClientError.Statement.SyntaxError
CYS-067,PatternExpressions are not allowed to introduce new variables: '$variable'.,42001,42N29,Neo.ClientError.Statement.SyntaxError
CYS-068,"Unknown operation '!=' (you probably meant to use '<>', which is the operator for inequality testing)",42001,42I49,Neo.ClientError.Statement.SyntaxError
CYS-069,Multiple result columns with the same name are not supported,42001,42N38,Neo.ClientError.Statement.SyntaxError
CYS-070,All sub queries in an UNION must have the same return column names,42001,42N39,Neo.ClientError.Statement.SyntaxError
CYS-071,Invalid combination of UNION and UNION ALL,42001,42I40,Neo.ClientError.Statement.SyntaxError
CYS-072,CALL { ... } IN TRANSACTIONS after a write clause is not supported,42001,42I25,Neo.ClientError.Statement.SyntaxError
CYS-073,Query cannot conclude with CALL together with YIELD,42001,42N71,Neo.ClientError.Statement.SyntaxError
CYS-074,"Query cannot conclude with $clause (must be a RETURN clause, an update clause, a unit subquery call, or a procedure call with no YIELD)",42001,42N71,Neo.ClientError.Statement.SyntaxError
CYS-075,"Query must conclude with a RETURN clause, an update clause, a unit subquery call, or a procedure call with no YIELD",42001,42N71,Neo.ClientError.Statement.SyntaxError
CYS-076,WITH is required between $updateClause and $otherClause,42001,42N24,Neo.ClientError.Statement.SyntaxError
CYS-077,RETURN can only be used at the end of the query,42001,42I38,Neo.ClientError.Statement.SyntaxError
CYS-078,MATCH cannot follow OPTIONAL MATCH (perhaps use a WITH clause between them),42001,42I31,Neo.ClientError.Statement.SyntaxError
CYS-079,"Aggregation column contains implicit grouping expressions. For example, in 'RETURN n.a, n.a + n.b + count(*)' the aggregation expression 'n.a + n.b + count(*)' includes the implicit grouping key 'n.b'. It may be possible to rewrite the query by extracting these grouping/aggregation expressions into a preceding WITH clause. Illegal expression(s): $variables",42001,42I18,Neo.ClientError.Statement.SyntaxError
CYS-080,"Illegal aggregation expression(s) in order by: $variables. If an aggregation expression is used in order by, it also needs to be a projection item on it's own. For example, in 'RETURN n.a, 1 + count(*) ORDER BY count(*) + 1' the aggregation expression 'count(*) + 1' is not a projection item on its own, but it could be rewritten to 'RETURN n.a, 1 + count(*) AS cnt ORDER BY 1 + count(*)'.",42001,42I24,Neo.ClientError.Statement.SyntaxError
CYS-081,RETURN * is not allowed when there are no variables in scope,42001,42I37,Neo.ClientError.Statement.SyntaxError
CYS-082,Expression in $clauseName must be aliased (use AS),42001,42N21,Neo.ClientError.Statement.SyntaxError
CYS-083,"Procedure call cannot take an aggregating function as argument, please add a 'WITH' to your statement.For example:    MATCH (n:Person) WITH collect(n.name) AS names CALL proc(names) YIELD value RETURN value",42001,42I24,Neo.ClientError.Statement.SyntaxError
CYS-084,Invalid use of $clause inside FOREACH,42001,42I01,Neo.ClientError.Statement.SyntaxError
CYS-085,DELETE doesn't support removing labels from a node. Try REMOVE.,42001,42I26,Neo.ClientError.Statement.SyntaxError
CYS-086,It is not supported to use the `IS` keyword together with multiple labels in `$statement`. Rewrite the expression as `$replacement`.,42001,42I29,Neo.ClientError.Statement.SyntaxError
CYS-087,Subquery expressions are not allowed in a MERGE clause.,42001,42I48,Neo.ClientError.Statement.SyntaxError
CYS-088,Cannot use join hint for single node pattern.,42001,42I44,Neo.ClientError.Statement.SyntaxError
CYS-089,"Multiple path patterns cannot be used in the same clause in combination with a selective path selector. You may want to use multiple MATCH clauses, or you might want to consider using the REPEATABLE ELEMENTS match mode.",42001,42I45,Neo.ClientError.Statement.SyntaxError
CYS-090,Multiple path patterns cannot be used in the same clause in combination with a selective path selector.,42001,42I45,Neo.ClientError.Statement.SyntaxError
CYS-091,"The pattern may yield an infinite number of rows under match mode REPEATABLE ELEMENTS, perhaps use a path selector or add an upper bound to your quantified path patterns.",42001,42N53,Neo.ClientError.Statement.SyntaxError
CYS-092,Multiple join hints for same variable are not supported,42001,42N26,Neo.ClientError.Statement.SyntaxError
CYS-093,A single relationship type must be specified for $variable.,42001,42I14,Neo.ClientError.Statement.SyntaxError
CYS-094,A single plain relationship type like `$firstType` must be specified for $variable,42001,42I14,Neo.ClientError.Statement.SyntaxError
CYS-095,Exactly one relationship type must be specified for $variable. Did you forget to prefix your relationship type with a ':'?,42001,42I14,Neo.ClientError.Statement.SyntaxError
CYS-096,"Mixing label expression symbols ('|', '&', '!', and '%') with colon (':') between labels is not allowed. Please only use one set of symbols. This expression could be expressed as $syntax.",42001,42I10,Neo.ClientError.Statement.SyntaxError
CYS-097,Mixing the IS keyword with colon (':') between labels is not allowed. This expression could be expressed as $syntax.,42001,42I29,Neo.ClientError.Statement.SyntaxError
CYS-098,Variable `$name` already declared in outer scope,42001,42N07,Neo.ClientError.Statement.SyntaxError
CYS-099,The variable `$variableName` occurs in multiple quantified path patterns and needs to be renamed.,42001,42N59,Neo.ClientError.Statement.SyntaxError
CYS-100,The variable `$variableName` occurs both inside and outside a quantified path pattern and needs to be renamed.,42001,42N59,Neo.ClientError.Statement.SyntaxError
CYS-101,"The variable `$variableName` is already defined in a previous clause, it cannot be referenced as a node or as a relationship variable inside of a quantified path pattern.",42001,42N59,Neo.ClientError.Statement.SyntaxError
CYS-102,"In a WITH/RETURN with DISTINCT or an aggregation, it is not possible to access variables declared before the WITH/RETURN: $name",42001,42N44,Neo.ClientError.Statement.SyntaxError
CYS-103,Invalid input '$input': expected: $parserExpectation,42001,42I06,Neo.ClientError.Statement.SyntaxError
CYS-104,"Invalid input '$input': expected: $parserExpectation1, ... $parserExpectationn-1 or $parserExpectationn ",42001,42I06,Neo.ClientError.Statement.SyntaxError
CYS-105,Invalid input '$input': expected: $parserExpectation1$parserExpectation2... $parserExpectationn ,42001,42I06,Neo.ClientError.Statement.SyntaxError
CYS-106,Duplicated $param parameter,42001,42N19,Neo.ClientError.Statement.SyntaxError
CYS-107,"Unexpected end of input: expected CYPHER, EXPLAIN, PROFILE or Query",42001,42N45,Neo.ClientError.Statement.SyntaxError
CYS-108,"Encountered ""<EOF>""",42001,42N45,Neo.ClientError.Statement.SyntaxError
CYS-109,$wrappedError,42001,42I47,Neo.ClientError.Statement.SyntaxError
CYS-110,$wrappedError,42001,42I47,Neo.ClientError.Statement.SyntaxError
CYS-111,Unexpected type: $parserCypherType,N/A,42N46,Neo.ClientError.Statement.SyntaxError
